"CBSA","CBSA Code","Date","AQI","Category","Defining Parameter","Defining Site","Number of Sites Reporting"
"Allentown-Bethlehem-Easton, PA-NJ","10900","2021-01-01",18,"Good","Ozone","42-095-0025",2
"Allentown-Bethlehem-Easton, PA-NJ","10900","2021-01-02",21,"Good","Ozone","42-095-0025",2
"Allentown-Bethlehem-Easton, PA-NJ","10900","2021-01-03",19,"Good","Ozone","42-095-0025",2
"Allentown-Bethlehem-Easton, PA-NJ","10900","2021-01-04",23,"Good","Ozone","42-077-0004",2
"Allentown-Bethlehem-Easton, PA-NJ","10900","2021-01-05",21,"Good","Ozone","42-077-0004",2
"Allentown-Bethlehem-Easton, PA-NJ","10900","2021-01-06",29,"Good","Ozone","42-095-0025",2
"Allentown-Bethlehem-Easton, PA-NJ","10900","2021-01-07",31,"Good","Ozone","42-095-0025",1
"Allentown-Bethlehem-Easton, PA-NJ","10900","2021-01-08",24,"Good","Ozone","42-095-0025",1
"Allentown-Bethlehem-Easton, PA-NJ","10900","2021-01-09",35,"Good","Ozone","42-095-0025",1
"Allentown-Bethlehem-Easton, PA-NJ","10900","2021-01-10",31,"Good","Ozone","42-095-0025",1
"Allentown-Bethlehem-Easton, PA-NJ","10900","2021-01-11",11,"Good","Ozone","42-095-0025",1
"Allentown-Bethlehem-Easton, PA-NJ","10900","2021-01-12",19,"Good","Ozone","42-095-0025",1
"Allentown-Bethlehem-Easton, PA-NJ","10900","2021-01-13",16,"Good","Ozone","42-095-0025",1
"Allentown-Bethlehem-Easton, PA-NJ","10900","2021-01-15",29,"Good","Ozone","42-095-0025",1
"Allentown-Bethlehem-Easton, PA-NJ","10900","2021-01-16",29,"Good","Ozone","42-095-0025",1
"Allentown-Bethlehem-Easton, PA-NJ","10900","2021-01-17",23,"Good","Ozone","42-095-0025",1
"Allentown-Bethlehem-Easton, PA-NJ","10900","2021-01-18",19,"Good","Ozone","42-095-0025",1
"Allentown-Bethlehem-Easton, PA-NJ","10900","2021-01-19",24,"Good","Ozone","42-095-0025",1
"Allentown-Bethlehem-Easton, PA-NJ","10900","2021-01-20",32,"Good","Ozone","42-095-0025",2
"Allentown-Bethlehem-Easton, PA-NJ","10900","2021-01-21",22,"Good","Ozone","42-095-0025",2
"Allentown-Bethlehem-Easton, PA-NJ","10900","2021-01-22",31,"Good","Ozone","42-095-0025",2
"Allentown-Bethlehem-Easton, PA-NJ","10900","2021-01-23",34,"Good","Ozone","42-095-0025",2
"Allentown-Bethlehem-Easton, PA-NJ","10900","2021-01-24",35,"Good","Ozone","42-095-0025",2
"Allentown-Bethlehem-Easton, PA-NJ","10900","2021-01-25",28,"Good","Ozone","42-095-0025",2
"Allentown-Bethlehem-Easton, PA-NJ","10900","2021-01-26",18,"Good","Ozone","42-095-0025",2
"Allentown-Bethlehem-Easton, PA-NJ","10900","2021-01-27",31,"Good","Ozone","42-095-0025",2
"Allentown-Bethlehem-Easton, PA-NJ","10900","2021-01-28",35,"Good","Ozone","42-095-0025",2
"Allentown-Bethlehem-Easton, PA-NJ","10900","2021-01-29",37,"Good","Ozone","42-095-0025",2
"Allentown-Bethlehem-Easton, PA-NJ","10900","2021-01-30",37,"Good","Ozone","42-095-0025",2
"Allentown-Bethlehem-Easton, PA-NJ","10900","2021-01-31",30,"Good","Ozone","42-095-0025",2
"Allentown-Bethlehem-Easton, PA-NJ","10900","2021-02-01",36,"Good","Ozone","42-095-0025",2
"Allentown-Bethlehem-Easton, PA-NJ","10900","2021-02-02",32,"Good","Ozone","42-095-0025",2
"Allentown-Bethlehem-Easton, PA-NJ","10900","2021-02-03",37,"Good","Ozone","42-095-0025",2
"Allentown-Bethlehem-Easton, PA-NJ","10900","2021-02-04",38,"Good","Ozone","42-095-0025",2
"Allentown-Bethlehem-Easton, PA-NJ","10900","2021-02-05",31,"Good","Ozone","42-095-0025",2
"Allentown-Bethlehem-Easton, PA-NJ","10900","2021-02-06",36,"Good","Ozone","42-095-0025",2
"Allentown-Bethlehem-Easton, PA-NJ","10900","2021-02-07",34,"Good","Ozone","42-095-0025",2
"Allentown-Bethlehem-Easton, PA-NJ","10900","2021-02-08",35,"Good","Ozone","42-095-0025",2
"Allentown-Bethlehem-Easton, PA-NJ","10900","2021-02-09",20,"Good","Ozone","42-095-0025",2
"Allentown-Bethlehem-Easton, PA-NJ","10900","2021-02-10",34,"Good","Ozone","42-095-0025",2
"Allentown-Bethlehem-Easton, PA-NJ","10900","2021-02-11",38,"Good","Ozone","42-095-0025",2
"Allentown-Bethlehem-Easton, PA-NJ","10900","2021-02-12",35,"Good","Ozone","42-095-0025",2
"Allentown-Bethlehem-Easton, PA-NJ","10900","2021-02-13",35,"Good","Ozone","42-095-0025",2
"Allentown-Bethlehem-Easton, PA-NJ","10900","2021-02-14",34,"Good","Ozone","42-095-0025",2
"Allentown-Bethlehem-Easton, PA-NJ","10900","2021-02-15",34,"Good","Ozone","42-095-0025",2
"Allentown-Bethlehem-Easton, PA-NJ","10900","2021-02-16",31,"Good","Ozone","42-095-0025",2
"Allentown-Bethlehem-Easton, PA-NJ","10900","2021-02-17",37,"Good","Ozone","42-095-0025",2
"Allentown-Bethlehem-Easton, PA-NJ","10900","2021-02-18",32,"Good","Ozone","42-095-0025",2
"Allentown-Bethlehem-Easton, PA-NJ","10900","2021-02-19",30,"Good","Ozone","42-095-0025",2
"Allentown-Bethlehem-Easton, PA-NJ","10900","2021-02-20",45,"Good","Ozone","42-095-0025",2
"Allentown-Bethlehem-Easton, PA-NJ","10900","2021-02-21",44,"Good","Ozone","42-095-0025",2
"Allentown-Bethlehem-Easton, PA-NJ","10900","2021-02-22",33,"Good","Ozone","42-095-0025",2
"Allentown-Bethlehem-Easton, PA-NJ","10900","2021-02-23",35,"Good","Ozone","42-095-0025",2
"Allentown-Bethlehem-Easton, PA-NJ","10900","2021-02-24",41,"Good","Ozone","42-077-0004",1
"Allentown-Bethlehem-Easton, PA-NJ","10900","2021-02-26",43,"Good","Ozone","42-095-0025",2
"Allentown-Bethlehem-Easton, PA-NJ","10900","2021-02-27",31,"Good","Ozone","42-095-0025",2
"Allentown-Bethlehem-Easton, PA-NJ","10900","2021-02-28",27,"Good","Ozone","42-095-0025",2
"Allentown-Bethlehem-Easton, PA-NJ","10900","2021-03-01",38,"Good","Ozone","42-095-0025",2
"Allentown-Bethlehem-Easton, PA-NJ","10900","2021-03-02",39,"Good","Ozone","42-095-0025",2
"Allentown-Bethlehem-Easton, PA-NJ","10900","2021-03-03",36,"Good","Ozone","42-095-0025",2
"Allentown-Bethlehem-Easton, PA-NJ","10900","2021-03-04",33,"Good","Ozone","42-077-0004",1
"Allentown-Bethlehem-Easton, PA-NJ","10900","2021-03-05",40,"Good","Ozone","42-095-0025",2
"Allentown-Bethlehem-Easton, PA-NJ","10900","2021-03-06",38,"Good","Ozone","42-095-0025",2
"Allentown-Bethlehem-Easton, PA-NJ","10900","2021-03-07",41,"Good","Ozone","42-095-0025",2
"Allentown-Bethlehem-Easton, PA-NJ","10900","2021-03-08",43,"Good","Ozone","42-095-0025",2
"Allentown-Bethlehem-Easton, PA-NJ","10900","2021-03-09",47,"Good","Ozone","42-095-0025",2
"Allentown-Bethlehem-Easton, PA-NJ","10900","2021-03-10",44,"Good","Ozone","42-095-0025",2
"Allentown-Bethlehem-Easton, PA-NJ","10900","2021-03-11",61,"Moderate","Ozone","42-095-0025",2
"Allentown-Bethlehem-Easton, PA-NJ","10900","2021-03-12",44,"Good","Ozone","42-095-0025",2
"Allentown-Bethlehem-Easton, PA-NJ","10900","2021-03-13",40,"Good","Ozone","42-095-0025",2
"Allentown-Bethlehem-Easton, PA-NJ","10900","2021-03-14",42,"Good","Ozone","42-095-0025",2
"Allentown-Bethlehem-Easton, PA-NJ","10900","2021-03-15",40,"Good","Ozone","42-095-0025",2
"Allentown-Bethlehem-Easton, PA-NJ","10900","2021-03-24",30,"Good","Ozone","42-095-0025",2
"Allentown-Bethlehem-Easton, PA-NJ","10900","2021-03-25",23,"Good","Ozone","42-095-0025",2
"Allentown-Bethlehem-Easton, PA-NJ","10900","2021-03-26",43,"Good","Ozone","42-095-0025",2
"Allentown-Bethlehem-Easton, PA-NJ","10900","2021-03-27",45,"Good","Ozone","42-095-0025",2
"Allentown-Bethlehem-Easton, PA-NJ","10900","2021-03-28",36,"Good","Ozone","42-095-0025",2
"Allentown-Bethlehem-Easton, PA-NJ","10900","2021-03-29",39,"Good","Ozone","42-095-0025",2
"Allentown-Bethlehem-Easton, PA-NJ","10900","2021-03-30",45,"Good","Ozone","42-095-0025",2
"Altoona, PA","11020","2021-01-01",27,"Good","Ozone","42-013-0801",1
"Altoona, PA","11020","2021-01-02",19,"Good","Ozone","42-013-0801",1
"Altoona, PA","11020","2021-01-03",13,"Good","Ozone","42-013-0801",1
"Altoona, PA","11020","2021-01-04",14,"Good","Ozone","42-013-0801",1
"Altoona, PA","11020","2021-01-05",19,"Good","Ozone","42-013-0801",1
"Altoona, PA","11020","2021-01-06",31,"Good","Ozone","42-013-0801",1
"Altoona, PA","11020","2021-01-07",31,"Good","Ozone","42-013-0801",1
"Altoona, PA","11020","2021-01-08",24,"Good","Ozone","42-013-0801",1
"Altoona, PA","11020","2021-01-09",31,"Good","Ozone","42-013-0801",1
"Altoona, PA","11020","2021-01-10",31,"Good","Ozone","42-013-0801",1
"Altoona, PA","11020","2021-01-11",23,"Good","Ozone","42-013-0801",1
"Altoona, PA","11020","2021-01-12",24,"Good","Ozone","42-013-0801",1
"Altoona, PA","11020","2021-01-13",22,"Good","Ozone","42-013-0801",1
"Altoona, PA","11020","2021-01-15",25,"Good","Ozone","42-013-0801",1
"Altoona, PA","11020","2021-01-16",24,"Good","Ozone","42-013-0801",1
"Altoona, PA","11020","2021-01-17",19,"Good","Ozone","42-013-0801",1
"Altoona, PA","11020","2021-01-18",23,"Good","Ozone","42-013-0801",1
"Altoona, PA","11020","2021-01-19",28,"Good","Ozone","42-013-0801",1
"Altoona, PA","11020","2021-01-20",31,"Good","Ozone","42-013-0801",1
"Altoona, PA","11020","2021-01-21",27,"Good","Ozone","42-013-0801",1
"Altoona, PA","11020","2021-01-22",30,"Good","Ozone","42-013-0801",1
"Altoona, PA","11020","2021-01-23",33,"Good","Ozone","42-013-0801",1
"Altoona, PA","11020","2021-01-24",33,"Good","Ozone","42-013-0801",1
"Altoona, PA","11020","2021-01-25",26,"Good","Ozone","42-013-0801",1
"Altoona, PA","11020","2021-01-26",23,"Good","Ozone","42-013-0801",1
"Altoona, PA","11020","2021-01-27",32,"Good","Ozone","42-013-0801",1
"Altoona, PA","11020","2021-01-28",33,"Good","Ozone","42-013-0801",1
"Altoona, PA","11020","2021-01-29",35,"Good","Ozone","42-013-0801",1
"Altoona, PA","11020","2021-01-30",36,"Good","Ozone","42-013-0801",1
"Altoona, PA","11020","2021-01-31",31,"Good","Ozone","42-013-0801",1
"Altoona, PA","11020","2021-02-01",35,"Good","Ozone","42-013-0801",1
"Altoona, PA","11020","2021-02-02",34,"Good","Ozone","42-013-0801",1
"Altoona, PA","11020","2021-02-03",39,"Good","Ozone","42-013-0801",1
"Altoona, PA","11020","2021-02-04",34,"Good","Ozone","42-013-0801",1
"Altoona, PA","11020","2021-02-05",31,"Good","Ozone","42-013-0801",1
"Altoona, PA","11020","2021-02-06",34,"Good","Ozone","42-013-0801",1
"Altoona, PA","11020","2021-02-07",34,"Good","Ozone","42-013-0801",1
"Altoona, PA","11020","2021-02-08",34,"Good","Ozone","42-013-0801",1
"Altoona, PA","11020","2021-02-09",31,"Good","Ozone","42-013-0801",1
"Altoona, PA","11020","2021-02-10",32,"Good","Ozone","42-013-0801",1
"Altoona, PA","11020","2021-02-11",37,"Good","Ozone","42-013-0801",1
"Altoona, PA","11020","2021-02-12",36,"Good","Ozone","42-013-0801",1
"Altoona, PA","11020","2021-02-13",31,"Good","Ozone","42-013-0801",1
"Altoona, PA","11020","2021-02-14",32,"Good","Ozone","42-013-0801",1
"Altoona, PA","11020","2021-02-15",31,"Good","Ozone","42-013-0801",1
"Altoona, PA","11020","2021-02-16",28,"Good","Ozone","42-013-0801",1
"Altoona, PA","11020","2021-02-17",35,"Good","Ozone","42-013-0801",1
"Altoona, PA","11020","2021-02-18",31,"Good","Ozone","42-013-0801",1
"Altoona, PA","11020","2021-02-19",38,"Good","Ozone","42-013-0801",1
"Altoona, PA","11020","2021-02-20",39,"Good","Ozone","42-013-0801",1
"Altoona, PA","11020","2021-02-21",45,"Good","Ozone","42-013-0801",1
"Altoona, PA","11020","2021-02-22",41,"Good","Ozone","42-013-0801",1
"Altoona, PA","11020","2021-02-24",44,"Good","Ozone","42-013-0801",1
"Altoona, PA","11020","2021-02-25",38,"Good","Ozone","42-013-0801",1
"Altoona, PA","11020","2021-02-26",42,"Good","Ozone","42-013-0801",1
"Altoona, PA","11020","2021-02-27",39,"Good","Ozone","42-013-0801",1
"Altoona, PA","11020","2021-02-28",29,"Good","Ozone","42-013-0801",1
"Altoona, PA","11020","2021-03-01",37,"Good","Ozone","42-013-0801",1
"Altoona, PA","11020","2021-03-02",38,"Good","Ozone","42-013-0801",1
"Altoona, PA","11020","2021-03-03",37,"Good","Ozone","42-013-0801",1
"Altoona, PA","11020","2021-03-04",37,"Good","Ozone","42-013-0801",1
"Altoona, PA","11020","2021-03-05",36,"Good","Ozone","42-013-0801",1
"Altoona, PA","11020","2021-03-06",35,"Good","Ozone","42-013-0801",1
"Altoona, PA","11020","2021-03-07",40,"Good","Ozone","42-013-0801",1
"Altoona, PA","11020","2021-03-08",39,"Good","Ozone","42-013-0801",1
"Altoona, PA","11020","2021-03-09",48,"Good","Ozone","42-013-0801",1
"Altoona, PA","11020","2021-03-10",64,"Moderate","Ozone","42-013-0801",1
"Altoona, PA","11020","2021-03-11",40,"Good","Ozone","42-013-0801",1
"Altoona, PA","11020","2021-03-12",42,"Good","Ozone","42-013-0801",1
"Altoona, PA","11020","2021-03-13",43,"Good","Ozone","42-013-0801",1
"Altoona, PA","11020","2021-03-14",42,"Good","Ozone","42-013-0801",1
"Altoona, PA","11020","2021-03-15",41,"Good","Ozone","42-013-0801",1
"Amarillo, TX","11100","2021-01-01",33,"Good","Ozone","48-381-9991",3
"Amarillo, TX","11100","2021-01-02",32,"Good","Ozone","48-381-9991",3
"Amarillo, TX","11100","2021-01-03",37,"Good","Ozone","48-381-9991",3
"Amarillo, TX","11100","2021-01-04",37,"Good","Ozone","48-381-9991",3
"Amarillo, TX","11100","2021-01-05",50,"Good","SO2","48-375-1077",4
"Amarillo, TX","11100","2021-01-06",33,"Good","Ozone","48-381-9991",4
"Amarillo, TX","11100","2021-01-07",36,"Good","Ozone","48-381-9991",4
"Amarillo, TX","11100","2021-01-08",42,"Good","PM2.5","48-375-0320",4
"Amarillo, TX","11100","2021-01-09",31,"Good","PM2.5","48-375-0320",4
"Amarillo, TX","11100","2021-01-10",32,"Good","Ozone","48-381-9991",4
"Amarillo, TX","11100","2021-01-11",31,"Good","Ozone","48-381-9991",4
"Amarillo, TX","11100","2021-01-12",35,"Good","Ozone","48-381-9991",4
"Amarillo, TX","11100","2021-01-13",31,"Good","Ozone","48-381-9991",4
"Amarillo, TX","11100","2021-01-14",35,"Good","Ozone","48-381-9991",4
"Amarillo, TX","11100","2021-01-15",38,"Good","Ozone","48-381-9991",4
"Amarillo, TX","11100","2021-01-16",16,"Good","PM2.5","48-375-0320",3
"Amarillo, TX","11100","2021-01-17",37,"Good","Ozone","48-381-9991",4
"Amarillo, TX","11100","2021-01-18",47,"Good","SO2","48-375-1077",4
"Amarillo, TX","11100","2021-01-19",33,"Good","Ozone","48-381-9991",4
"Amarillo, TX","11100","2021-01-20",29,"Good","Ozone","48-381-9991",3
"Amarillo, TX","11100","2021-01-21",33,"Good","Ozone","48-381-9991",4
"Amarillo, TX","11100","2021-01-22",34,"Good","PM2.5","48-375-0320",3
"Amarillo, TX","11100","2021-01-23",30,"Good","Ozone","48-381-9991",3
"Amarillo, TX","11100","2021-01-24",40,"Good","PM2.5","48-375-0320",3
"Amarillo, TX","11100","2021-01-25",33,"Good","Ozone","48-381-9991",3
"Amarillo, TX","11100","2021-01-26",28,"Good","PM2.5","48-375-0320",4
"Amarillo, TX","11100","2021-01-27",31,"Good","PM2.5","48-375-0320",4
"Amarillo, TX","11100","2021-01-28",104,"Unhealthy for Sensitive Groups","SO2","48-375-1077",4
"Amarillo, TX","11100","2021-01-29",27,"Good","Ozone","48-381-9991",4
"Amarillo, TX","11100","2021-01-30",39,"Good","Ozone","48-381-9991",4
"Amarillo, TX","11100","2021-01-31",35,"Good","Ozone","48-381-9991",4
"Amarillo, TX","11100","2021-02-01",38,"Good","Ozone","48-381-9991",1
"Amarillo, TX","11100","2021-02-02",35,"Good","Ozone","48-381-9991",1
"Amarillo, TX","11100","2021-02-03",31,"Good","Ozone","48-381-9991",1
"Amarillo, TX","11100","2021-02-04",36,"Good","Ozone","48-381-9991",1
"Amarillo, TX","11100","2021-02-05",41,"Good","Ozone","48-381-9991",1
"Amarillo, TX","11100","2021-02-06",38,"Good","Ozone","48-381-9991",1
"Amarillo, TX","11100","2021-02-07",24,"Good","Ozone","48-381-9991",1
"Amarillo, TX","11100","2021-02-08",21,"Good","Ozone","48-381-9991",1
"Amarillo, TX","11100","2021-02-09",20,"Good","Ozone","48-381-9991",1
"Amarillo, TX","11100","2021-02-10",23,"Good","Ozone","48-381-9991",1
"Amarillo, TX","11100","2021-02-11",26,"Good","Ozone","48-381-9991",1
"Amarillo, TX","11100","2021-02-12",29,"Good","Ozone","48-381-9991",1
"Amarillo, TX","11100","2021-02-13",28,"Good","Ozone","48-381-9991",1
"Amarillo, TX","11100","2021-02-14",36,"Good","Ozone","48-381-9991",1
"Amarillo, TX","11100","2021-02-15",38,"Good","Ozone","48-381-9991",1
"Amarillo, TX","11100","2021-02-16",33,"Good","Ozone","48-381-9991",1
"Amarillo, TX","11100","2021-02-17",44,"Good","Ozone","48-381-9991",1
"Amarillo, TX","11100","2021-02-18",38,"Good","Ozone","48-381-9991",1
"Amarillo, TX","11100","2021-02-19",39,"Good","Ozone","48-381-9991",1
"Amarillo, TX","11100","2021-02-20",41,"Good","Ozone","48-381-9991",1
"Amarillo, TX","11100","2021-02-21",40,"Good","Ozone","48-381-9991",1
"Amarillo, TX","11100","2021-02-22",43,"Good","Ozone","48-381-9991",1
"Amarillo, TX","11100","2021-02-23",37,"Good","Ozone","48-381-9991",1
"Amarillo, TX","11100","2021-02-24",43,"Good","Ozone","48-381-9991",1
"Amarillo, TX","11100","2021-02-25",39,"Good","Ozone","48-381-9991",1
"Amarillo, TX","11100","2021-02-26",45,"Good","Ozone","48-381-9991",1
"Amarillo, TX","11100","2021-02-27",42,"Good","Ozone","48-381-9991",1
"Amarillo, TX","11100","2021-02-28",38,"Good","Ozone","48-381-9991",1
"Americus, GA","11140","2021-03-01",29,"Good","Ozone","13-261-1001",1
"Americus, GA","11140","2021-03-02",26,"Good","Ozone","13-261-1001",1
"Americus, GA","11140","2021-03-03",37,"Good","Ozone","13-261-1001",1
"Americus, GA","11140","2021-03-04",44,"Good","Ozone","13-261-1001",1
"Americus, GA","11140","2021-03-05",42,"Good","Ozone","13-261-1001",1
"Americus, GA","11140","2021-03-06",39,"Good","Ozone","13-261-1001",1
"Americus, GA","11140","2021-03-07",44,"Good","Ozone","13-261-1001",1
"Americus, GA","11140","2021-03-08",48,"Good","Ozone","13-261-1001",1
"Americus, GA","11140","2021-03-09",51,"Moderate","Ozone","13-261-1001",1
"Americus, GA","11140","2021-03-10",49,"Good","Ozone","13-261-1001",1
"Americus, GA","11140","2021-03-11",48,"Good","Ozone","13-261-1001",1
"Americus, GA","11140","2021-03-12",46,"Good","Ozone","13-261-1001",1
"Americus, GA","11140","2021-03-13",47,"Good","Ozone","13-261-1001",1
"Americus, GA","11140","2021-03-14",47,"Good","Ozone","13-261-1001",1
"Americus, GA","11140","2021-03-15",44,"Good","Ozone","13-261-1001",1
"Americus, GA","11140","2021-03-16",29,"Good","Ozone","13-261-1001",1
"Americus, GA","11140","2021-03-17",26,"Good","Ozone","13-261-1001",1
"Americus, GA","11140","2021-03-18",42,"Good","Ozone","13-261-1001",1
"Americus, GA","11140","2021-03-19",31,"Good","Ozone","13-261-1001",1
"Americus, GA","11140","2021-03-20",44,"Good","Ozone","13-261-1001",1
"Americus, GA","11140","2021-03-21",38,"Good","Ozone","13-261-1001",1
"Americus, GA","11140","2021-03-22",41,"Good","Ozone","13-261-1001",1
"Americus, GA","11140","2021-03-23",40,"Good","Ozone","13-261-1001",1
"Americus, GA","11140","2021-03-24",30,"Good","Ozone","13-261-1001",1
"Americus, GA","11140","2021-03-25",30,"Good","Ozone","13-261-1001",1
"Americus, GA","11140","2021-03-26",24,"Good","Ozone","13-261-1001",1
"Americus, GA","11140","2021-03-27",27,"Good","Ozone","13-261-1001",1
"Americus, GA","11140","2021-03-28",29,"Good","Ozone","13-261-1001",1
"Americus, GA","11140","2021-03-29",44,"Good","Ozone","13-261-1001",1
"Americus, GA","11140","2021-03-30",35,"Good","Ozone","13-261-1001",1
"Americus, GA","11140","2021-03-31",30,"Good","Ozone","13-261-1001",1
"Americus, GA","11140","2021-04-01",44,"Good","Ozone","13-261-1001",1
"Americus, GA","11140","2021-04-02",43,"Good","Ozone","13-261-1001",1
"Americus, GA","11140","2021-04-03",54,"Moderate","Ozone","13-261-1001",1
"Americus, GA","11140","2021-04-04",50,"Good","Ozone","13-261-1001",1
"Americus, GA","11140","2021-04-05",54,"Moderate","Ozone","13-261-1001",1
"Americus, GA","11140","2021-04-06",58,"Moderate","Ozone","13-261-1001",1
"Americus, GA","11140","2021-04-07",74,"Moderate","Ozone","13-261-1001",1
"Americus, GA","11140","2021-04-08",38,"Good","Ozone","13-261-1001",1
"Americus, GA","11140","2021-04-09",26,"Good","Ozone","13-261-1001",1
"Americus, GA","11140","2021-04-10",32,"Good","Ozone","13-261-1001",1
"Americus, GA","11140","2021-04-11",36,"Good","Ozone","13-261-1001",1
"Americus, GA","11140","2021-04-12",50,"Good","Ozone","13-261-1001",1
"Americus, GA","11140","2021-04-13",64,"Moderate","Ozone","13-261-1001",1
"Americus, GA","11140","2021-04-14",51,"Moderate","Ozone","13-261-1001",1
"Americus, GA","11140","2021-04-15",30,"Good","Ozone","13-261-1001",1
"Americus, GA","11140","2021-04-16",29,"Good","Ozone","13-261-1001",1
"Americus, GA","11140","2021-04-17",35,"Good","Ozone","13-261-1001",1
"Americus, GA","11140","2021-04-18",44,"Good","Ozone","13-261-1001",1
"Americus, GA","11140","2021-04-19",44,"Good","Ozone","13-261-1001",1
"Americus, GA","11140","2021-04-20",51,"Moderate","Ozone","13-261-1001",1
"Americus, GA","11140","2021-04-21",44,"Good","Ozone","13-261-1001",1
"Americus, GA","11140","2021-04-22",45,"Good","Ozone","13-261-1001",1
"Americus, GA","11140","2021-04-23",49,"Good","Ozone","13-261-1001",1
"Americus, GA","11140","2021-04-24",34,"Good","Ozone","13-261-1001",1
"Americus, GA","11140","2021-04-25",39,"Good","Ozone","13-261-1001",1
"Americus, GA","11140","2021-04-26",42,"Good","Ozone","13-261-1001",1
"Americus, GA","11140","2021-04-27",45,"Good","Ozone","13-261-1001",1
"Americus, GA","11140","2021-04-28",44,"Good","Ozone","13-261-1001",1
"Americus, GA","11140","2021-04-29",35,"Good","Ozone","13-261-1001",1
"Americus, GA","11140","2021-04-30",38,"Good","Ozone","13-261-1001",1
"Ann Arbor, MI","11460","2021-01-01",22,"Good","Ozone","26-161-9991",1
"Ann Arbor, MI","11460","2021-01-02",25,"Good","Ozone","26-161-9991",1
